movie,runtime_minutes,genres,averagerating,numvotes,production_budget,domestic_gross,worldwide_gross,net_revenue,ROI%
Four Lions,97.0,"Comedy,Crime,Drama",7.3,66209,3750000,310007,2436111,-1313889,-0.3503704
Point Blank,81.0,"Action,Crime,Drama",6.8,12706,3000000,0,0,-3000000,-1.0
Bernie,99.0,"Biography,Comedy,Crime",6.8,53765,6000000,9204489,10106975,4106975,0.6844958333333333
Killer Joe,102.0,"Crime,Drama,Thriller",6.7,67842,10000000,1291645,4659110,-5340890,-0.534089
RoboCop,117.0,"Action,Crime,Sci-Fi",6.2,205798,120000000,58607007,242981799,122981799,1.024848325
Den of Thieves,140.0,"Action,Crime,Drama",7.0,69648,30000000,44947622,80131391,50131391,1.6710463666666666
Kill the Irishman,106.0,"Biography,Crime,Drama",7.1,41504,12000000,1188194,1188194,-10811806,-0.9009838333333333
One for the Money,91.0,"Action,Comedy,Crime",5.3,38473,42000000,26414527,36197221,-5802779,-0.13816140476190475
American Hustle,138.0,"Crime,Drama",7.2,418221,40000000,150117807,257878294,217878294,5.44695735
Miss Bala,113.0,"Crime,Drama,Thriller",6.5,8092,15000000,14998027,15362298,362298,0.0241532
Seven Psychopaths,110.0,"Comedy,Crime",7.2,223493,13500000,15024049,33035736,19535736,1.4470915555555555
Horrible Bosses 2,108.0,"Comedy,Crime",6.3,144442,40000000,54445357,105945357,65945357,1.648633925
Cheap Thrills,88.0,"Comedy,Crime,Drama",6.7,16429,100000,59424,59424,-40576,-0.40576
All Good Things,101.0,"Crime,Drama,Mystery",6.3,49684,20000000,582024,873617,-19126383,-0.95631915
2 Guns,109.0,"Action,Comedy,Crime",6.7,182025,61000000,75612460,132493015,71493015,1.1720166393442624
The Other Guys,107.0,"Action,Comedy,Crime",6.7,221664,100000000,119219978,170936470,70936470,0.7093647
Faster,98.0,"Action,Crime,Drama",6.5,93618,24000000,23240020,35792945,11792945,0.49137270833333335
Trust,106.0,"Crime,Drama,Thriller",6.9,39422,4000000,120016,120016,-3879984,-0.969996
Sabotage,109.0,"Action,Crime,Drama",5.7,55597,35000000,10508518,18376443,-16623557,-0.4749587714285714
Blood Ties,127.0,"Action,Crime,Drama",6.5,17771,26000000,42472,2923959,-23076041,-0.8875400384615385
Chappie,120.0,"Action,Crime,Drama",6.8,213733,49000000,31569268,105002056,56002056,1.1428991020408164
Cop Car,88.0,"Crime,Thriller",6.3,27081,5000000,134552,143658,-4856342,-0.9712684
Peppermint,101.0,"Action,Crime,Drama",6.5,35854,25000000,35418723,51800758,26800758,1.07203032
Drive,100.0,"Crime,Drama",7.8,521495,15000000,35060689,81357930,66357930,4.423862
Freaky Deaky,90.0,"Comedy,Crime,Thriller",6.1,6088,6000000,0,0,-6000000,-1.0
Game Night,100.0,"Action,Comedy,Crime",7.0,163279,37000000,69179066,117378084,80378084,2.1723806486486485
