id_x,movie,production_budget,domestic_gross,worldwide_gross,total_gross,net_revenue,original_language,popularity,release_date_y,vote_average,vote_count,start_year,runtime_minutes,genres,imdb_averagerating,imdb_numvotes
83,The Way Way Back,5000000,21502690,26853810,48356500,43356500,en,9.977,2013-07-05,7.1,1043,2013,103.0,"Comedy,Drama",7.4,132642
84,"As Above, So Below",5000000,21222315,41824066,63046381,58046381,en,10.613,2014-08-29,6.2,1321,2014,93.0,"Adventure,Horror,Mystery",6.2,66892
90,Race,5000000,19115191,23745772,42860963,37860963,en,8.705,2016-02-19,7.2,910,2011,150.0,Drama,3.9,73
92,Still Alice,5000000,18656400,41699612,60356012,55356012,en,10.747,2014-12-05,7.5,1946,2014,101.0,Drama,7.5,116832
94,Apollo 18,5000000,17686929,26517819,44204748,39204748,en,8.384,2011-09-02,5.0,486,2011,86.0,"Horror,Mystery,Sci-Fi",5.2,51427
95,"Paul, Apostle of Christ",5000000,17547999,25529498,43077497,38077497,en,12.005,2018-03-28,7.1,98,2018,108.0,"Adventure,Biography,Drama",6.7,5662
96,Addicted,5000000,17390770,17499242,34890012,29890012,en,8.295,2014-10-10,5.3,103,2014,106.0,"Drama,Thriller",5.2,7640
3,Spring Breakers,5000000,14124286,31149251,45273537,40273537,en,10.691,2013-03-15,5.0,2495,2012,94.0,"Comedy,Crime,Drama",5.3,126504
4,It Comes at Night,5000000,13985117,19720203,33705320,28705320,en,12.337,2017-06-09,5.8,1141,2017,91.0,"Horror,Mystery",6.2,69039
12,Before I Fall,5000000,12241072,18945682,31186754,26186754,en,14.584,2017-03-03,7.0,2135,2017,98.0,"Drama,Fantasy,Mystery",6.4,39282
15,Fifty Shades of Black,5000000,11686940,22113075,33800015,28800015,en,8.784,2016-01-29,4.4,677,2016,92.0,Comedy,3.5,17189
21,The Belko Experiment,5000000,10166820,11792942,21959762,16959762,en,10.133,2016-03-17,6.1,757,2016,89.0,"Horror,Thriller",6.1,38378
22,The Perfect Match,5000000,9669521,10182050,19851571,14851571,en,6.875,2016-03-11,5.5,78,2016,96.0,"Comedy,Romance",4.9,3052
29,Fahrenheit 11/9,5000000,6352306,6653715,13006021,8006021,en,10.003,2018-09-10,7.1,142,2018,128.0,Documentary,6.7,11628
31,Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,16515203,22611785,17611785,en,2.746,2010-05-14,7.4,12,2010,41.0,Documentary,6.9,364
38,90 Minutes in Heaven,5000000,4816142,4816142,9632284,4632284,en,5.798,2015-09-11,5.3,63,2015,121.0,Drama,4.8,3105
39,Incarnate,5000000,4799774,9371036,14170810,9170810,en,7.137,2016-12-02,5.2,314,2016,91.0,"Horror,Thriller",5.3,10217
45,Table 19,5000000,3614896,4620399,8235295,3235295,en,7.551,2017-03-03,6.0,604,2017,87.0,"Comedy,Drama,Romance",5.8,22751
46,Green Room,5000000,3220371,3807503,7027874,2027874,en,9.943,2016-04-15,6.8,1314,2015,95.0,"Horror,Music,Thriller",7.0,90773
47,Thoroughbreds,5000000,3072605,3187302,6259907,1259907,en,11.241,2018-03-09,6.3,398,2017,92.0,"Comedy,Crime,Drama",6.7,25098
49,The Other Side of the Door,5000000,3000342,12905107,15905449,10905449,en,9.078,2016-03-11,5.3,470,2014,90.0,Drama,3.8,5
50,Everything Must Go,5000000,2712131,2821010,5533141,533141,en,7.493,2011-05-13,6.0,301,2010,97.0,"Comedy,Drama",6.4,45799
51,Kill the Messenger,5000000,2450846,6656705,9107551,4107551,en,10.062,2014-10-10,6.6,507,2014,112.0,"Biography,Crime,Drama",7.0,41231
52,Rabbit Hole,5000000,2229058,6205034,8434092,3434092,en,9.389,2010-12-16,6.8,292,2010,91.0,Drama,7.0,45357
53,Jem and the Holograms,5000000,2184640,2368937,4553577,-446423,en,7.942,2015-10-23,5.4,241,2015,118.0,"Adventure,Drama,Family",4.1,6683
54,Paterson,5000000,2141423,10727536,12868959,7868959,en,9.486,2016-12-28,7.1,736,2016,118.0,"Comedy,Drama,Romance",7.4,55285
64,Ain't Them Bodies Saints,5000000,391611,1075009,1466620,-3533380,en,8.166,2013-08-16,6.2,217,2013,96.0,"Crime,Drama,Romance",6.4,19464
71,Cop Car,5000000,134552,143658,278210,-4721790,en,11.414,2015-08-07,5.8,452,2015,88.0,"Crime,Thriller",6.3,27081
76,Stuck,5000000,67505,67505,135010,-4864990,en,1.282,2013-02-23,5.6,4,2012,,"Comedy,Drama",4.6,9
78,Rudderless,5000000,56001,567219,623220,-4376780,en,8.03,2014-10-17,7.4,149,2014,105.0,"Comedy,Drama,Music",7.5,16303
80,Grace,5000000,8297,8297,16594,-4983406,en,5.781,2014-10-28,4.6,78,2011,98.0,"Crime,Drama,Horror",6.5,19
81,Area 51,5000000,7556,7556,15112,-4984888,en,6.794,2015-05-15,4.4,248,2015,91.0,"Horror,Sci-Fi,Thriller",4.2,11537
84,The Cottage,5000000,0,1504960,1504960,-3495040,en,1.666,2012-12-10,4.3,14,2012,88.0,"Drama,Horror,Thriller",4.8,1016
85,Dying of the Light,5000000,0,74639,74639,-4925361,en,9.064,2014-12-04,4.6,174,2014,94.0,"Drama,Thriller",4.4,8888
86,Yoga Hosers,5000000,0,22958,22958,-4977042,en,8.05,2016-09-02,4.5,221,2016,88.0,"Action,Comedy,Fantasy",4.3,10483
90,Reach Me,5000000,0,0,0,-5000000,en,4.659,2014-03-14,5.2,48,2014,95.0,"Comedy,Crime,Drama",4.9,2304
91,Henry & Me,5000000,0,0,0,-5000000,en,0.6,2014-08-18,4.7,3,2014,67.0,"Animation,Family",6.2,132
93,Let's Kill Ward's Wife,5000000,0,0,0,-5000000,en,7.157,2014-12-23,5.6,96,2014,82.0,"Comedy,Crime",5.4,5164
1,Mommy,4900000,3498695,17536004,21034699,16134699,en,11.095,2014-08-29,8.3,1399,2014,139.0,Drama,8.1,43020
4,The Awakening,4900000,95933,6924321,7020254,2120254,en,0.6,2010-10-29,4.0,3,2010,83.0,"Horror,Thriller",2.4,141
8,Only God Forgives,4800000,775849,4494560,5270409,470409,en,10.196,2013-07-19,5.8,1396,2013,90.0,"Crime,Drama",5.7,100318
9,Take Shelter,4750000,1728953,4972016,6700969,1950969,en,11.236,2011-09-30,7.2,787,2011,121.0,"Drama,Horror,Thriller",7.4,83200
14,Without Men,4700000,0,0,0,-4700000,en,2.312,2011-06-29,4.5,13,2011,87.0,Comedy,3.3,1576
15,Treading Water,4700000,0,0,0,-4700000,en,1.39,2015-03-13,6.2,7,2013,92.0,"Comedy,Drama",6.2,515
23,Out of the Blue,4600000,728,731767,732495,-3867505,en,0.6,2013-10-01,10.0,1,2013,108.0,"Comedy,Drama",6.2,760
32,The Lobster,4500000,9196278,18019834,27216112,22716112,en,15.64,2016-05-13,6.9,2895,2015,119.0,"Comedy,Drama,Romance",7.1,182622
33,Bound,4500000,3802260,7011317,10813577,6313577,en,5.883,2015-01-09,3.5,42,2015,91.0,"Drama,Thriller",3.5,1931
46,Blackthorn,4500000,200558,1217307,1417865,-3082135,en,7.548,2011-10-07,6.7,111,2011,102.0,"Action,Adventure,Western",6.6,8553
47,Maggie,4500000,187112,1027760,1214872,-3285128,en,13.0,2015-05-08,5.3,958,2015,95.0,"Drama,Horror",5.6,38671
53,The Sweeney,4500000,26345,8000366,8026711,3526711,en,6.4,2013-03-01,5.9,142,2012,112.0,"Action,Crime,Drama",6.1,18095
54,Falcon Rising,4500000,11774,11774,23548,-4476452,en,10.059,2014-09-05,5.8,126,2014,103.0,"Action,Adventure",5.8,6955
57,Zipper,4500000,0,0,0,-4500000,en,9.373,2015-08-28,5.7,85,2015,112.0,"Drama,Thriller",5.8,6120
58,The Final Girls,4500000,0,0,0,-4500000,en,8.362,2015-10-09,6.5,619,2015,88.0,"Comedy,Drama,Fantasy",6.6,30219
64,Anna,4357373,0,1200000,1200000,-3157373,en,1.463,2017-10-17,3.1,8,2013,99.0,"Drama,Mystery,Sci-Fi",6.5,19733
69,Night of the Living Dead,4200000,5835247,5835247,11670494,7470494,en,0.6,2014-10-24,6.5,1,2014,79.0,Horror,5.3,277
71,Animal Kingdom,4200000,1044039,8078683,9122722,4922722,en,10.188,2010-08-13,6.8,399,2010,113.0,"Crime,Drama",7.3,51576
73,Cargo,4200000,0,313230,313230,-3886770,en,1.925,2011-10-21,4.4,7,2011,85.0,Drama,5.2,454
81,The Boy Next Door,4000000,36006065,53401938,89408003,85408003,en,0.6,2008-11-14,5.7,6,2015,91.0,"Horror,Thriller",4.7,34816
85,Boyhood,4000000,25379975,57273049,82653024,78653024,en,11.141,2014-07-11,7.5,3097,2014,165.0,Drama,7.9,315584
87,The Kids Are All Right,4000000,20811365,36275469,57086834,53086834,en,8.426,2010-07-09,6.6,854,2010,106.0,"Comedy,Drama,Romance",7.0,120656
89,A Haunted House 2,4000000,17329487,21206861,38536348,34536348,en,6.948,2014-04-18,5.5,597,2014,86.0,"Comedy,Fantasy",4.7,18085
90,The Last Exorcism Part II,4000000,15179303,25448707,40628010,36628010,en,7.561,2013-03-01,4.5,297,2013,88.0,"Drama,Horror,Thriller",4.0,15124
98,The Darkness,4000000,10753574,10898293,21651867,17651867,en,8.357,2016-05-13,4.8,347,2016,92.0,"Horror,Thriller",4.4,12435
18,Samsara,4000000,2672413,5966671,8639084,4639084,en,6.015,2012-08-22,8.2,276,2011,102.0,"Documentary,Music",8.5,29725
20,The Art of Getting By,4000000,1430241,1989035,3419276,-580724,en,8.695,2011-06-17,6.5,752,2011,83.0,"Drama,Romance",6.6,53682
22,Red State,4000000,1065429,1983596,3049025,-950975,en,7.816,2011-09-23,6.1,472,2011,88.0,"Action,Crime,Horror",6.2,59266
25,Holy Motors,4000000,641054,4230426,4871480,871480,fr,5.31,2012-10-17,7.0,431,2012,115.0,"Drama,Fantasy",7.1,36874
26,The Signal,4000000,600896,2665322,3266218,-733782,en,10.032,2014-06-13,5.9,901,2014,97.0,"Drama,Mystery,Sci-Fi",6.1,58407
29,The Face of Love,4000000,385069,1158877,1543946,-2456054,en,5.519,2014-03-07,6.1,68,2013,92.0,"Drama,Mystery,Romance",6.2,4710
30,Joe,4000000,373375,373375,746750,-3253250,en,8.57,2014-04-11,6.6,514,2013,117.0,"Crime,Drama",6.9,42825
38,Desert Dancer,4000000,155271,596335,751606,-3248394,en,1.508,2015-03-20,6.9,33,2014,104.0,"Biography,Drama,Music",6.2,1653
41,Manglehorn,4000000,132270,797439,929709,-3070291,en,7.661,2015-06-19,5.4,94,2014,97.0,Drama,5.6,6564
43,Trust,4000000,120016,120016,240032,-3759968,en,7.805,2011-04-01,6.6,556,2010,106.0,"Crime,Drama,Thriller",6.9,39422
47,Stake Land,4000000,33245,679482,712727,-3287273,en,8.799,2010-10-01,6.2,415,2010,98.0,"Drama,Horror,Sci-Fi",6.5,38749
51,13 Sins,4000000,9134,47552,56686,-3943314,en,10.899,2014-04-18,6.3,576,2014,93.0,"Horror,Thriller",6.3,29550
52,Another Happy Day,4000000,9120,978527,987647,-3012353,en,5.473,2011-11-18,6.1,60,2011,119.0,"Comedy,Drama",6.0,3793
53,Inescapable,4000000,4327,4327,8654,-3991346,en,6.122,2013-02-22,5.2,27,2012,93.0,"Action,Drama,Mystery",5.2,2410
56,A Lonely Place to Die,4000000,0,442550,442550,-3557450,en,9.104,2011-04-09,6.1,251,2011,99.0,"Adventure,Crime,Thriller",6.3,25547
57,Nothing,4000000,0,63180,63180,-3936820,en,0.6,2017-02-07,6.0,1,2010,84.0,"Comedy,Drama",7.0,903
64,The Veil,4000000,0,0,0,-4000000,en,9.148,2016-02-02,4.6,188,2017,93.0,"Action,Adventure,Sci-Fi",3.5,1236
67,Chain of Command,4000000,0,0,0,-4000000,en,3.767,2015-09-08,5.0,20,2015,88.0,"Action,Thriller",3.5,1189
79,Four Lions,3750000,310007,2436111,2746118,-1003882,en,9.968,2010-11-05,7.0,621,2010,97.0,"Comedy,Crime,Drama",7.3,66209
91,Truth or Dare,3500000,41411015,95127344,136538359,133038359,en,8.102,2012-08-06,5.6,194,2013,85.0,"Horror,Romance,Thriller",6.0,14
94,The Witch,3500000,25138705,40454520,65593225,62093225,en,13.493,2016-02-19,6.6,2931,2015,92.0,"Horror,Mystery",6.8,154278
95,Winchester,3500000,25091816,44378040,69469856,65969856,en,12.44,2018-02-02,5.7,884,2018,99.0,"Biography,Drama,Fantasy",5.4,24351
97,Dark Skies,3500000,17418667,27704111,45122778,41622778,en,11.582,2013-02-22,6.1,1004,2013,97.0,"Horror,Sci-Fi,Thriller",6.3,65754
98,Forever My Girl,3500000,16376066,16376066,32752132,29252132,en,15.953,2018-01-26,7.4,406,2018,108.0,"Drama,Music,Romance",6.7,10316
2,Frenzy,3500000,12600000,12600000,25200000,21700000,en,2.962,2018-08-15,3.9,9,2015,90.0,Thriller,8.1,16
11,First Reformed,3500000,3448256,3874772,7323028,3823028,en,12.943,2018-05-18,6.9,446,2017,113.0,"Drama,Mystery,Thriller",7.1,33542
13,Believe,3500000,890303,890303,1780606,-1719394,en,1.327,2013-09-27,5.9,12,2013,96.0,"Drama,Sport",5.7,695
15,American Honey,3500000,663247,2611750,3274997,-225003,en,8.778,2016-09-30,6.7,417,2016,163.0,"Adventure,Drama,Romance",7.0,31663
16,The Bronze,3500000,615816,615816,1231632,-2268368,en,8.328,2016-03-18,5.8,186,2015,100.0,"Comedy,Drama,Sport",6.0,9043
19,The Masked Saint,3500000,182695,182695,365390,-3134610,en,1.42,2016-01-08,3.5,16,2016,105.0,"Action,Biography,Crime",4.6,559
22,Time to Choose,3500000,29233,29233,58466,-3441534,en,0.753,2015-09-04,8.3,3,2015,100.0,Documentary,7.5,186
32,Dawn Patrol,3500000,0,0,0,-3500000,en,1.772,2015-06-05,5.1,15,2014,88.0,"Drama,Thriller",4.8,615
37,Margin Call,3400000,5353586,20433227,25786813,22386813,en,9.498,2011-10-21,6.8,856,2011,107.0,"Drama,Thriller",7.1,107264
40,August,3400000,12636,12636,25272,-3374728,en,2.433,2011-06-09,6.6,19,2011,99.0,"Drama,Romance",5.9,1609
43,Whiplash,3300000,13092006,38969037,52061043,48761043,en,6.298,2013-01-18,7.9,94,2014,106.0,"Drama,Music",8.5,616916
48,The Opposite Sex,3300000,0,50206,50206,-3249794,en,8.832,2014-11-08,4.1,20,2014,97.0,Comedy,4.6,821
54,Sorry to Bother You,3200000,17493096,18285560,35778656,32578656,en,15.887,2018-07-06,6.9,481,2018,111.0,"Comedy,Fantasy,Sci-Fi",7.0,40290
57,Beginners,3200000,5790894,14314407,20105301,16905301,en,10.322,2011-06-17,6.9,532,2010,105.0,"Comedy,Drama,Romance",7.2,83770
58,The Meddler,3200000,4267219,5526942,9794161,6594161,en,7.725,2016-04-22,5.8,186,2015,103.0,"Comedy,Drama,Romance",6.3,10629
60,Feast,3200000,56131,690872,747003,-2452997,en,7.51,2014-11-07,8.0,578,2014,,Horror,7.8,33
63,Antiviral,3100000,0,123407,123407,-2976593,en,6.33,2013-04-12,5.8,152,2012,108.0,"Horror,Sci-Fi,Thriller",5.7,11025
65,Paranormal Activity 2,3000000,84752907,177512032,262264939,259264939,en,8.163,2010-10-21,5.7,1342,2010,91.0,Horror,5.7,93122
66,War Room,3000000,67790117,73975239,141765356,138765356,en,7.419,2015-08-28,7.5,171,2015,120.0,Drama,6.5,11716
67,The Purge,3000000,64473115,91266581,155739696,152739696,en,24.364,2013-06-06,6.2,4797,2013,85.0,"Horror,Thriller",5.7,183549
69,Sinister,3000000,48086903,87727807,135814710,132814710,en,0.6,2011-05-03,3.8,8,2012,110.0,"Horror,Mystery,Thriller",6.8,198345
72,Coming Home,3000000,32653000,32653000,65306000,62306000,zh,5.348,2014-10-10,7.3,76,2014,86.0,"Documentary,Drama",6.9,15
89,Upgrade,3000000,11977130,16553285,28530415,25530415,en,21.413,2018-06-01,7.4,1326,2018,100.0,"Action,Sci-Fi,Thriller",7.6,104978
97,Red River,3000000,9012000,9012000,18024000,15024000,en,0.875,2011-05-05,0.0,1,2011,77.0,Horror,2.3,179
99,Before Midnight,3000000,8110621,23251930,31362551,28362551,en,11.765,2013-06-14,7.4,1039,2013,109.0,"Drama,Romance",7.9,123107
1,The Collector,3000000,7712114,10473836,18185950,15185950,en,1.4,2012-06-07,0.5,2,2012,94.0,"Action,Comedy",7.1,7
3,Let There Be Light,3000000,7233471,7241309,14474780,11474780,en,2.01,2017-10-27,6.2,23,2017,100.0,Drama,4.8,2179
10,Swiss Army Man,3000000,4210454,5837111,10047565,7047565,en,10.0,2016-06-24,6.9,1789,2016,97.0,"Adventure,Comedy,Drama",7.0,91736
14,Frances Ha,3000000,4067398,11262769,15330167,12330167,en,9.42,2013-05-17,7.4,624,2012,86.0,"Comedy,Drama,Romance",7.4,60026
15,Please Give,3000000,4033574,4570178,8603752,5603752,en,5.945,2010-01-22,6.3,81,2010,87.0,"Comedy,Drama",6.6,10652
21,Compadres,3000000,3127773,7445044,10572817,7572817,es,1.927,2016-04-22,5.1,21,2016,101.0,"Action,Comedy,Crime",4.7,876
25,Letters to God,3000000,2848587,3237452,6086039,3086039,en,4.242,2010-04-09,6.9,71,2010,110.0,"Drama,Family",6.3,4443
26,Happiness,3000000,2746453,5746453,8492906,5492906,en,0.6,2014-01-17,7.0,3,2013,80.0,"Documentary,Drama,Family",7.1,270
28,Tusk,3000000,1821983,1887554,3709537,709537,en,8.655,2014-09-19,5.3,601,2014,102.0,"Comedy,Drama,Horror",5.3,40827
29,The Wall,3000000,1803064,4495262,6298326,3298326,de,5.577,2013-06-07,6.7,61,2010,78.0,Documentary,9.2,8
31,Damsels in Distress,3000000,1007535,1324299,2331834,-668166,en,6.625,2012-04-06,5.5,103,2011,99.0,"Comedy,Drama,Romance",5.7,8794
32,Oldboy,3000000,707391,6239723,6947114,3947114,en,11.378,2013-11-27,5.9,1032,2013,104.0,"Action,Drama,Mystery",5.8,63231
33,Hobo with a Shotgun,3000000,703372,834953,1538325,-1461675,en,8.844,2011-05-06,5.9,300,2011,86.0,"Action,Comedy,Horror",6.1,41633
34,The D Train,3000000,669688,772366,1442054,-1557946,xx,0.6,2011-01-01,6.0,2,2015,101.0,"Comedy,Drama",5.0,10066
35,Bachelorette,3000000,446770,12577401,13024171,10024171,en,7.05,2012-09-06,5.4,755,2012,87.0,"Comedy,Romance",5.3,43131
38,Creature,3000000,331000,331000,662000,-2338000,en,5.121,2011-09-09,4.1,23,2011,93.0,Horror,3.7,2723
39,The Bounce Back,3000000,321910,421404,743314,-2256686,en,2.494,2016-02-26,6.1,31,2016,104.0,"Comedy,Romance",5.0,492
44,Tim and Eric's Billion Dollar Movie,3000000,201436,223652,425088,-2574912,en,4.946,2012-03-02,5.7,61,2012,93.0,Comedy,5.4,9004
49,Fort McCoy,3000000,78948,78948,157896,-2842104,en,0.669,2014-01-01,6.3,2,2011,100.0,"Drama,History,War",5.9,319
52,Before We Go,3000000,37151,483938,521089,-2478911,en,8.233,2015-05-21,6.5,985,2014,95.0,"Comedy,Drama,Romance",6.8,45181
53,The Divide,3000000,18000,156362,174362,-2825638,en,7.778,2011-03-13,5.9,302,2011,112.0,"Drama,Horror,Sci-Fi",5.8,33603
56,Demonic,3000000,0,4668109,4668109,1668109,en,6.84,2015-03-28,5.1,267,2015,83.0,"Horror,Thriller",5.3,12025
58,They Came Together,3000000,0,82780,82780,-2917220,en,7.353,2014-06-27,5.5,226,2014,83.0,"Comedy,Romance",5.5,19832
59,Open Road,3000000,0,47469,47469,-2952531,en,3.271,2013-05-21,5.1,20,2013,85.0,"Action,Drama,Thriller",5.5,1619
61,Barry Munday,3000000,0,0,0,-3000000,en,5.141,2010-03-13,6.0,37,2010,95.0,"Comedy,Drama,Romance",5.9,3846
65,AWOL-72,3000000,0,0,0,-3000000,en,4.2,2015-08-07,3.8,22,2015,82.0,"Action,Thriller",3.8,785
67,Enter the Dangerous Mind,3000000,0,0,0,-3000000,en,2.645,2013-03-11,4.8,14,2013,88.0,Thriller,5.2,915
68,Something Wicked,3000000,0,0,0,-3000000,en,2.403,2014-04-04,4.5,21,2014,95.0,"Drama,Horror,Mystery",4.8,1243
69,Point Blank,3000000,0,0,0,-3000000,fr,6.021,2011-07-29,6.6,230,2010,81.0,"Action,Crime,Drama",6.8,12706
72,Amnesiac,3000000,0,0,0,-3000000,en,6.144,2015-08-14,4.5,95,2013,90.0,"Drama,Horror,Thriller",2.3,104
73,Unnatural,3000000,0,0,0,-3000000,en,4.652,2015-10-16,4.3,22,2015,89.0,"Action,Horror,Sci-Fi",4.0,1590
74,Close Range,3000000,0,0,0,-3000000,en,6.604,2015-12-11,5.2,87,2015,80.0,"Action,Crime",5.0,3974
80,Freakonomics,2900000,101270,172867,274137,-2625863,en,5.705,2010-10-01,6.6,57,2010,93.0,Documentary,6.4,6466
81,Griff the Invisible,2900000,20778,25935,46713,-2853287,en,3.519,2011-08-19,6.0,44,2010,90.0,"Comedy,Drama,Romance",6.1,4478
93,Indivisible,2700000,3511417,3588305,7099722,4399722,en,5.599,2018-10-26,5.4,13,2017,78.0,Documentary,7.2,10
98,Diane,2660000,0,0,0,-2660000,en,3.521,2018-04-22,7.5,4,2017,82.0,"Crime,Drama,Horror",4.6,127
3,Ida,2600000,3827060,15298355,19125415,16525415,pl,7.568,2014-05-02,7.3,455,2013,82.0,Drama,7.4,46819
10,"Fat, Sick & Nearly Dead",2600000,0,0,0,-2600000,en,3.356,2010-04-16,7.2,69,2010,97.0,Documentary,7.6,8164
12,A Haunted House,2500000,40041683,59922558,99964241,97464241,en,6.909,2013-01-11,5.5,871,2013,86.0,"Comedy,Fantasy",5.1,40308
14,Kevin Hart: Let Me Explain,2500000,32244051,32327255,64571306,62071306,en,8.476,2013-07-03,6.9,142,2013,75.0,"Comedy,Documentary",6.8,7880
22,The Spectacular Now,2500000,6852971,6916951,13769922,11269922,en,13.679,2013-09-13,6.6,1801,2013,95.0,"Comedy,Drama,Romance",7.1,133887
25,Hunt for the Wilderpeople,2500000,5205471,23845533,29051004,26551004,en,12.545,2016-06-24,7.8,915,2016,101.0,"Adventure,Comedy,Drama",7.9,87532
26,Robot & Frank,2500000,3317468,4934356,8251824,5751824,en,7.485,2012-08-16,6.9,620,2012,89.0,"Comedy,Crime,Drama",7.1,59229
31,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,1099264,-1400736,en,2.164,2013-03-01,5.5,21,2013,97.0,"Adventure,Family,Fantasy",4.9,1502
34,Super,2500000,327716,593933,921649,-1578351,en,11.36,2011-03-31,6.6,726,2010,96.0,"Action,Comedy,Drama",6.8,70604
38,8: The Mormon Proposition,2500000,100280,100280,200560,-2299440,en,2.19,2010-01-01,6.2,11,2010,80.0,Documentary,7.0,1190
41,Underdogs,2500000,35017,1392649,1427666,-1072334,en,1.4,2013-04-06,5.5,16,2013,106.0,"Adventure,Animation,Family",6.5,8197
43,The Calling,2500000,0,0,0,-2500000,en,6.605,2014-08-05,5.7,110,2014,108.0,"Drama,Thriller",5.8,7350
45,Christmas Mail,2500000,0,0,0,-2500000,en,3.793,2010-12-01,5.4,29,2010,89.0,"Comedy,Drama,Family",5.8,1317
46,Stung,2500000,0,0,0,-2500000,en,6.573,2015-07-03,5.1,91,2015,87.0,"Action,Adventure,Comedy",5.1,4257
48,8 Days,2500000,0,0,0,-2500000,en,0.84,2014-06-15,8.0,2,2014,90.0,"Drama,Thriller",5.0,102
49,Antibirth,2500000,0,0,0,-2500000,en,5.716,2016-09-02,4.8,66,2016,94.0,Horror,4.9,2759
50,The Rise of the Krays,2500000,0,0,0,-2500000,en,3.322,2015-08-29,4.8,26,2015,110.0,"Crime,Drama",5.0,1723
60,Do You Believe?,2300000,12985600,14304931,27290531,24990531,en,5.599,2015-03-20,7.0,72,2015,120.0,Drama,6.1,6462
63,Frontera,2300000,59696,59696,119392,-2180608,en,9.723,2014-09-05,6.3,80,2014,103.0,"Drama,Thriller,Western",6.6,6861
64,Redemption Road,2300000,29384,29384,58768,-2241232,en,1.128,2011-08-26,4.7,6,2010,95.0,Drama,5.8,479
66,Eden,2300000,0,0,0,-2300000,en,6.877,2012-03-11,6.8,100,2012,98.0,"Crime,Drama",6.7,7709
79,Bully,2100000,881824,1381824,2263648,163648,en,5.877,2011-04-23,7.2,93,2011,98.0,Documentary,7.4,9597
83,Infected,2100000,0,0,0,-2100000,en,2.168,2012-10-31,2.4,8,2013,95.0,"Action,Horror,Sci-Fi",2.8,1028
87,Courageous,2000000,34522221,35185884,69708105,67708105,en,7.406,2011-09-30,7.0,128,2011,129.0,Drama,7.0,17586
94,It Follows,2000000,14674077,23250755,37924832,35924832,en,18.419,2015-03-27,6.5,3485,2014,100.0,"Horror,Mystery",6.9,182839
95,Eighth Grade,2000000,13539710,14341016,27880726,25880726,en,14.777,2018-07-13,7.4,519,2018,93.0,"Comedy,Drama",7.5,43256
97,Silent House,2000000,12739737,16610760,29350497,27350497,en,7.079,2011-01-21,5.2,184,2011,86.0,"Drama,Horror,Mystery",5.3,20831
100,Hardcore Henry,2000000,9252038,17187434,26439472,24439472,en,10.459,2016-04-06,6.2,1294,2015,96.0,"Action,Adventure,Sci-Fi",6.7,78226
8,Winter's Bone,2000000,6531503,16131551,22663054,20663054,en,9.824,2010-06-11,6.9,931,2010,100.0,"Drama,Mystery",7.2,127751
9,Meet the Mormons,2000000,6047363,6049171,12096534,10096534,es,0.6,2014-10-10,5.4,7,2014,78.0,Documentary,6.9,1897
11,The Florida Project,2000000,5904366,11295324,17199690,15199690,en,11.597,2017-10-06,7.4,1125,2017,111.0,Drama,7.6,72193
12,All Saints,2000000,5802208,5941994,11744202,9744202,en,4.042,2017-08-25,6.1,25,2017,108.0,Drama,6.0,1220
17,Inside Job,2000000,4311834,7799257,12111091,10111091,en,9.514,2010-10-08,7.8,466,2010,109.0,"Crime,Documentary",8.3,65304
20,We Are Your Friends,2000000,3591417,10153415,13744832,11744832,en,10.809,2015-08-28,6.3,1241,2015,96.0,"Drama,Music,Romance",6.2,32327
23,Captive,2000000,2583301,2791973,5375274,3375274,en,1.472,2013-05-14,3.8,7,2012,120.0,"Drama,Thriller",6.0,674
25,Hearts Beat Loud,2000000,2386254,2420962,4807216,2807216,en,13.201,2018-06-08,7.4,87,2018,97.0,"Comedy,Drama,Music",6.9,6543
26,The Resurrection of Gavin Stone,2000000,2303792,2303792,4607584,2607584,en,1.509,2017-01-20,6.7,10,2016,91.0,"Comedy,Drama,Family",6.2,1562
35,The Diary of a Teenage Girl,2000000,1477002,2279959,3756961,1756961,en,9.382,2015-08-28,6.7,460,2015,102.0,"Comedy,Drama,Romance",6.9,27003
37,Locke,2000000,1370646,2088390,3459036,1459036,en,9.128,2014-04-25,6.9,1370,2013,85.0,Drama,7.1,120703
40,Meek's Cutoff,2000000,977772,1869928,2847700,847700,en,7.309,2010-10-08,6.5,113,2010,104.0,"Drama,Western",6.6,10439
41,The Babadook,2000000,950792,7482387,8433179,6433179,en,11.502,2014-11-28,6.4,3528,2014,94.0,"Drama,Horror",6.8,171411
44,The Virginity Hit,2000000,636706,636706,1273412,-726588,en,4.834,2010-09-10,4.6,35,2010,86.0,Comedy,4.6,3696
48,Teeth,2000000,347578,2350641,2698219,698219,en,1.0,2015-01-25,7.6,5,2017,71.0,Drama,8.8,25
49,Stonewall,2000000,304602,304602,609204,-1390796,en,5.209,2015-09-25,6.2,69,2015,129.0,"Drama,History",5.1,3011
51,The Last Five Years,2000000,147299,205298,352597,-1647403,en,5.079,2015-02-13,5.9,230,2014,94.0,"Comedy,Drama,Musical",5.9,8735
57,Pump,2000000,72277,72277,144554,-1855446,en,0.779,2014-09-19,7.4,6,2014,88.0,Documentary,7.7,608
